Session_ID,Session_Date,App_ID,App_Category,Platform,User_Type,Region,Session_Duration_Minutes,Data_Usage_MB,Engagement_Score
SESS000320,2024-11-11,App_2,Gaming,iOS,Free,Africa,25.54,209.15,74
SESS000321,2025-01-08,App_12,Productivity,iOS,Premium,Asia,75.41,366.86,68
SESS000322,2024-02-10,App_3,Social Media,Android,Free,Europe,113.8,222.22,24
SESS000323,2025-01-01,App_1,Entertainment,Android,Premium,Europe,73.98,194.53,81
SESS000324,2024-08-03,App_4,Gaming,Android,Free,South America,40.23,182.1,64
SESS000325,2024-09-12,App_9,Productivity,Android,Free,South America,72.99,163.34,68
SESS000326,2024-04-15,App_8,Health & Fitness,iOS,Free,Africa,3.37,199.74,1
SESS000327,2024-12-28,App_6,Gaming,iOS,Premium,South America,86.95,361.79,20
SESS000328,2025-02-20,App_1,Productivity,iOS,Premium,Africa,96.49,103.35,3
SESS000329,2024-06-07,App_10,Social Media,Android,Premium,Africa,11.74,108.87,42
SESS000330,2024-08-30,App_11,Gaming,iOS,Premium,South America,84.86,95.89,99
SESS000331,2024-06-15,App_11,Productivity,iOS,Premium,Africa,109.56,97.7,89
SESS000332,2024-06-30,App_15,Gaming,iOS,Premium,Africa,92.25,436.87,99
SESS000333,2025-02-26,App_10,Productivity,iOS,Free,Europe,66.79,329.83,71
SESS000334,2024-01-26,App_15,Entertainment,iOS,Premium,South America,78.94,309.63,54
SESS000335,2024-07-02,App_8,Productivity,Android,Free,North America,62.72,450.23,73
SESS000336,2024-12-06,App_11,Productivity,iOS,Premium,Africa,44.09,274.33,44
SESS000337,2025-02-25,App_8,Productivity,iOS,Premium,South America,24.61,382.11,1
SESS000338,2024-09-11,App_1,Health & Fitness,iOS,Free,Africa,19.68,204.4,62
SESS000339,2024-09-30,App_1,Productivity,Android,Premium,Africa,64.75,322.18,25
SESS000340,2024-06-12,App_9,Entertainment,Android,Premium,Europe,103.31,107.15,24
SESS000341,2024-04-20,App_9,Social Media,iOS,Premium,North America,28.29,71.1,14
SESS000342,2025-01-26,App_7,Entertainment,iOS,Free,Europe,96.35,54.77,94
SESS000343,2024-02-09,App_1,Social Media,iOS,Premium,Asia,109.37,326.29,40
SESS000344,2025-04-26,App_1,Health & Fitness,Android,Free,North America,40.45,150.51,93
SESS000345,2024-08-15,App_9,Health & Fitness,iOS,Free,Europe,26.66,416.53,98
SESS000346,2024-07-23,App_12,Health & Fitness,iOS,Premium,North America,88.27,387.4,55
SESS000347,2025-04-16,App_5,Social Media,Android,Premium,Asia,112.86,311.99,33
SESS000348,2024-12-24,App_9,Entertainment,iOS,Free,Africa,5.29,25.92,90
SESS000349,2024-11-08,App_5,Gaming,Android,Premium,South America,3.38,108.98,35
SESS000350,2024-08-21,App_1,Health & Fitness,Android,Free,Europe,112.9,276.07,76
SESS000351,2024-08-16,App_9,Social Media,iOS,Free,North America,13.2,78.78,26
SESS000352,2024-01-25,App_14,Entertainment,iOS,Premium,North America,48.35,192.45,81
SESS000353,2024-07-16,App_12,Health & Fitness,Android,Premium,Asia,58.7,258.99,52
SESS000354,2025-02-12,App_11,Productivity,Android,Free,Asia,19.68,90.57,86
SESS000355,2024-12-02,App_7,Entertainment,Android,Free,Europe,36.87,221.77,78
SESS000356,2024-10-12,App_13,Social Media,Android,Free,Asia,28.37,347.14,73
SESS000357,2024-03-12,App_15,Gaming,iOS,Premium,South America,92.92,193.29,73
SESS000358,2024-10-12,App_3,Gaming,Android,Free,Europe,30.43,333.66,46
SESS000359,2024-12-25,App_2,Gaming,iOS,Premium,Africa,33.42,137.02,13
SESS000360,2025-06-05,App_15,Productivity,Android,Premium,South America,15.71,373.11,49
SESS000361,2025-02-13,App_2,Entertainment,Android,Free,Europe,94.3,281.9,61
SESS000362,2024-12-05,App_9,Health & Fitness,iOS,Free,Europe,78.98,78.35,80
SESS000363,2024-01-29,App_3,Entertainment,iOS,Premium,Europe,16.61,201.24,26
SESS000364,2024-04-28,App_4,Gaming,Android,Premium,North America,89.12,391.04,32
SESS000365,2024-09-24,App_4,Productivity,Android,Premium,Europe,33.13,99.31,42
SESS000366,2024-07-01,App_10,Gaming,Android,Free,North America,11.11,205.94,6
SESS000367,2024-09-28,App_9,Social Media,iOS,Free,Europe,9.79,234.56,44
SESS000368,2024-02-09,App_5,Entertainment,iOS,Free,South America,86.93,434.08,46
SESS000369,2024-04-21,App_14,Productivity,iOS,Premium,North America,91.72,65.71,61
SESS000370,2025-03-20,App_6,Gaming,iOS,Premium,South America,50.43,465.66,98
SESS000371,2024-12-19,App_5,Productivity,iOS,Free,Asia,2.75,158.45,31
SESS000372,2024-11-17,App_13,Social Media,Android,Premium,North America,99.8,466.54,69
SESS000373,2025-03-22,App_7,Social Media,Android,Premium,North America,72.98,306.36,43
SESS000374,2025-06-07,App_2,Entertainment,Android,Free,Africa,19.07,367.79,64
SESS000375,2024-04-28,App_6,Productivity,Android,Free,North America,88.57,438.02,30
SESS000376,2025-01-29,App_7,Gaming,Android,Premium,South America,95.32,338.26,56
SESS000377,2024-07-13,App_8,Gaming,Android,Premium,Africa,24.12,393.59,72
SESS000378,2024-09-17,App_10,Health & Fitness,iOS,Premium,Europe,73.08,43.33,3
SESS000379,2024-02-15,App_4,Gaming,Android,Free,North America,38.15,4.83,89
SESS000380,2025-03-22,App_12,Entertainment,Android,Premium,Europe,39.52,431.19,10
SESS000381,2024-01-02,App_4,Social Media,Android,Free,Asia,61.97,26.85,14
SESS000382,2024-07-20,App_5,Gaming,iOS,Free,Europe,3.79,426.37,73
SESS000383,2025-01-07,App_11,Health & Fitness,iOS,Premium,North America,33.61,156.99,18
SESS000384,2025-03-17,App_14,Entertainment,Android,Free,Europe,25.12,450.95,30
SESS000385,2024-03-12,App_14,Entertainment,iOS,Premium,North America,32.45,101.9,53
SESS000386,2024-12-04,App_2,Entertainment,iOS,Premium,North America,79.07,75.73,6
SESS000387,2024-11-17,App_11,Entertainment,iOS,Free,Africa,57.1,106.9,27
SESS000388,2024-05-07,App_14,Entertainment,iOS,Free,South America,35.66,420.42,60
SESS000389,2024-11-03,App_11,Entertainment,Android,Premium,Europe,12.07,181.79,53
SESS000390,2025-06-03,App_13,Social Media,iOS,Premium,Europe,116.06,454.67,69
SESS000391,2024-11-12,App_1,Social Media,iOS,Free,South America,67.76,291.93,95
SESS000392,2025-02-22,App_2,Health & Fitness,Android,Free,Europe,58.52,414.21,10
SESS000393,2024-11-30,App_7,Gaming,Android,Free,Africa,109.01,237.81,14
SESS000394,2025-02-16,App_7,Productivity,iOS,Premium,Asia,64.45,351.95,88
SESS000395,2024-10-29,App_7,Social Media,Android,Free,South America,30.11,145.23,71
SESS000396,2024-05-10,App_9,Productivity,Android,Premium,South America,3.05,51.2,57
SESS000397,2024-07-15,App_8,Health & Fitness,iOS,Free,Asia,60.15,281.16,92
SESS000398,2025-03-06,App_1,Gaming,iOS,Premium,South America,47.84,450.46,18
SESS000399,2025-01-23,App_11,Social Media,iOS,Free,North America,45.36,76.43,29
SESS000400,2024-06-27,App_1,Social Media,Android,Premium,Asia,66.04,207.89,95
SESS000401,2024-11-04,App_12,Gaming,Android,Premium,North America,13.89,266.39,28
SESS000402,2025-02-19,App_3,Gaming,iOS,Premium,Europe,27.66,309.34,28
SESS000403,2024-01-01,App_2,Productivity,Android,Premium,North America,117.05,79.56,48
SESS000404,2024-11-07,App_8,Productivity,Android,Premium,North America,48.28,276.38,13
SESS000405,2024-10-20,App_14,Gaming,Android,Premium,Africa,28.62,235.05,5
SESS000406,2024-08-03,App_7,Social Media,iOS,Premium,Europe,45.01,491.66,33
SESS000407,2025-03-16,App_11,Entertainment,iOS,Premium,Africa,68.02,345.14,2
SESS000408,2024-11-25,App_13,Health & Fitness,Android,Premium,Europe,77.5,451.87,76
SESS000409,2025-04-21,App_6,Health & Fitness,Android,Free,North America,40.56,488.07,53
SESS000410,2025-03-28,App_10,Productivity,Android,Free,South America,97.35,332.1,16
SESS000411,2025-03-28,App_14,Gaming,iOS,Free,South America,117.12,73.75,36
SESS000412,2024-08-06,App_2,Social Media,iOS,Premium,South America,12.35,222.73,83
SESS000413,2025-06-07,App_15,Social Media,iOS,Premium,Africa,21.14,377.96,76
SESS000414,2025-04-29,App_9,Productivity,Android,Free,Asia,103.91,68.23,58
SESS000415,2024-06-22,App_15,Productivity,Android,Free,Africa,59.29,190.78,27
SESS000416,2024-03-27,App_1,Entertainment,Android,Free,Africa,30.75,190.0,12
SESS000417,2024-10-17,App_4,Health & Fitness,Android,Premium,Asia,17.82,85.64,44
SESS000418,2025-06-11,App_4,Health & Fitness,iOS,Premium,Europe,74.36,10.47,31
SESS000419,2024-12-09,App_15,Health & Fitness,iOS,Free,South America,57.35,344.22,79
SESS000420,2024-04-05,App_14,Productivity,Android,Free,Europe,87.04,409.07,16
SESS000421,2024-08-28,App_12,Entertainment,iOS,Premium,Asia,68.43,465.51,12
SESS000422,2024-11-13,App_15,Gaming,Android,Free,North America,28.66,292.65,33
SESS000423,2024-08-18,App_10,Productivity,Android,Premium,Africa,92.32,91.33,77
SESS000424,2024-07-22,App_8,Entertainment,Android,Free,South America,30.99,447.05,69
SESS000425,2024-05-30,App_5,Productivity,Android,Free,Europe,38.06,485.16,96
SESS000426,2024-01-26,App_1,Gaming,iOS,Premium,Europe,41.21,473.33,81
SESS000427,2024-02-17,App_15,Gaming,Android,Premium,South America,18.92,283.61,98
SESS000428,2024-09-07,App_2,Entertainment,Android,Free,Africa,39.25,442.86,31
SESS000429,2025-05-01,App_11,Social Media,iOS,Free,North America,68.27,493.91,6
SESS000430,2024-03-15,App_15,Gaming,iOS,Free,Europe,49.38,443.3,61
SESS000431,2025-04-11,App_5,Gaming,Android,Premium,South America,1.66,34.91,89
SESS000432,2025-02-28,App_15,Gaming,Android,Premium,Europe,83.16,67.9,36
SESS000433,2024-07-18,App_9,Gaming,iOS,Premium,Africa,90.85,150.4,70
SESS000434,2025-01-28,App_10,Social Media,iOS,Premium,Africa,95.57,197.11,22
SESS000435,2025-05-21,App_11,Health & Fitness,Android,Premium,North America,65.93,75.17,85
SESS000436,2025-02-13,App_1,Health & Fitness,iOS,Premium,South America,38.25,496.45,97
SESS000437,2024-09-06,App_3,Gaming,Android,Free,South America,78.59,395.59,90
SESS000438,2024-05-31,App_15,Social Media,Android,Free,Asia,39.3,334.62,94
SESS000439,2024-01-06,App_14,Productivity,iOS,Free,South America,85.36,480.81,1
SESS000440,2024-04-19,App_6,Social Media,Android,Premium,South America,62.22,160.69,63
SESS000441,2025-03-11,App_1,Entertainment,iOS,Free,Europe,103.18,355.85,28
SESS000442,2024-08-12,App_4,Productivity,iOS,Premium,North America,119.14,474.41,53
SESS000443,2024-06-29,App_10,Health & Fitness,Android,Premium,Asia,10.69,41.99,43
SESS000444,2025-06-14,App_3,Health & Fitness,Android,Free,South America,13.5,301.6,13
SESS000445,2025-04-20,App_13,Social Media,iOS,Free,Europe,84.21,399.76,12
SESS000446,2024-02-21,App_14,Health & Fitness,Android,Premium,Asia,45.71,8.47,65
SESS000447,2024-09-12,App_12,Social Media,Android,Free,North America,91.07,445.58,75
SESS000448,2024-05-04,App_14,Social Media,iOS,Free,North America,20.29,209.16,30
SESS000449,2025-04-12,App_7,Social Media,Android,Premium,North America,90.03,84.95,74
SESS000450,2024-05-16,App_15,Social Media,iOS,Free,Asia,20.78,425.7,36
SESS000451,2025-04-20,App_2,Social Media,Android,Free,Africa,53.07,96.42,1
SESS000452,2024-11-20,App_5,Entertainment,Android,Premium,Asia,116.66,140.48,55
SESS000453,2025-03-29,App_3,Entertainment,Android,Premium,North America,5.65,260.46,90
SESS000454,2025-05-31,App_10,Entertainment,iOS,Premium,Europe,51.48,458.0,45
SESS000455,2025-03-12,App_4,Social Media,Android,Premium,Asia,21.32,245.06,46
SESS000456,2025-04-01,App_10,Health & Fitness,iOS,Premium,Europe,96.58,452.96,97
SESS000457,2024-06-11,App_14,Productivity,iOS,Premium,Africa,58.98,26.48,58
SESS000458,2025-05-01,App_14,Entertainment,Android,Premium,North America,90.13,119.78,72
SESS000459,2025-04-05,App_7,Gaming,iOS,Free,North America,66.1,153.66,90
SESS000460,2024-09-22,App_11,Gaming,iOS,Free,Europe,48.53,224.74,22
SESS000461,2024-09-10,App_15,Social Media,iOS,Premium,Africa,36.31,216.76,4
SESS000462,2024-10-10,App_9,Productivity,Android,Premium,North America,52.82,20.71,95
SESS000463,2025-05-11,App_6,Entertainment,iOS,Premium,Asia,36.01,375.12,13
SESS000464,2024-09-01,App_7,Social Media,Android,Free,Europe,110.71,380.0,81
SESS000465,2024-10-08,App_13,Health & Fitness,iOS,Premium,Africa,81.53,229.31,74
SESS000466,2025-03-26,App_12,Productivity,iOS,Free,Europe,63.18,40.58,3
SESS000467,2024-03-20,App_3,Health & Fitness,Android,Premium,North America,74.2,275.86,86
SESS000468,2024-10-19,App_13,Health & Fitness,Android,Premium,Europe,45.22,65.76,36
SESS000469,2024-08-28,App_12,Gaming,Android,Free,Asia,78.38,489.14,25
SESS000470,2024-10-05,App_12,Entertainment,Android,Premium,North America,17.84,312.27,23
SESS000471,2024-12-09,App_2,Social Media,iOS,Premium,Africa,63.27,367.45,21
SESS000472,2024-11-23,App_9,Health & Fitness,iOS,Free,Africa,25.33,10.1,30
SESS000473,2024-03-23,App_12,Health & Fitness,iOS,Premium,North America,74.07,190.65,95
SESS000474,2024-05-21,App_6,Social Media,iOS,Premium,Africa,86.02,452.32,6
SESS000475,2024-06-03,App_1,Productivity,iOS,Free,South America,62.81,190.32,94
SESS000476,2024-08-24,App_2,Social Media,Android,Free,North America,30.9,18.47,23
SESS000477,2025-01-27,App_7,Social Media,Android,Free,North America,56.08,336.12,26
SESS000478,2024-06-05,App_4,Entertainment,iOS,Premium,Asia,112.41,348.58,27
SESS000479,2024-08-07,App_14,Gaming,iOS,Free,North America,111.32,168.15,26
SESS000480,2024-03-06,App_2,Health & Fitness,Android,Free,Asia,86.7,401.67,17
SESS000481,2025-02-28,App_6,Gaming,iOS,Free,North America,102.44,426.89,38
SESS000482,2025-02-21,App_10,Productivity,iOS,Free,Asia,17.11,392.17,59
SESS000483,2024-12-04,App_13,Health & Fitness,Android,Free,Asia,63.4,203.89,8
SESS000484,2025-04-22,App_10,Gaming,Android,Premium,South America,99.7,171.39,85
SESS000485,2025-03-01,App_10,Productivity,iOS,Free,Africa,2.17,471.48,58
SESS000486,2024-03-04,App_7,Entertainment,iOS,Free,Europe,50.54,359.7,29
SESS000487,2024-07-30,App_13,Productivity,Android,Free,Asia,18.89,276.42,80
SESS000488,2025-03-06,App_6,Gaming,iOS,Free,South America,8.98,244.67,18
SESS000489,2025-02-02,App_1,Social Media,Android,Premium,Asia,117.26,133.7,5
SESS000490,2024-01-21,App_11,Health & Fitness,iOS,Free,Europe,38.11,456.72,16
SESS000491,2025-01-24,App_5,Entertainment,Android,Free,North America,23.33,459.43,93
SESS000492,2025-05-03,App_13,Gaming,iOS,Premium,Asia,83.59,42.86,93
SESS000493,2024-01-07,App_8,Entertainment,iOS,Free,South America,64.99,333.28,27
SESS000494,2024-12-26,App_8,Productivity,Android,Premium,Africa,40.39,159.65,47
SESS000495,2024-11-01,App_4,Gaming,Android,Premium,North America,8.27,254.64,81
SESS000496,2025-02-03,App_6,Social Media,Android,Free,Africa,56.77,57.21,97
SESS000497,2025-03-05,App_9,Social Media,Android,Premium,Europe,19.62,405.47,98
SESS000498,2024-08-13,App_7,Social Media,iOS,Free,North America,42.7,403.21,39
SESS000499,2025-05-14,App_7,Social Media,Android,Premium,Africa,67.54,53.97,88
SESS000500,2024-08-12,App_3,Health & Fitness,iOS,Premium,South America,27.9,37.67,56
SESS000501,2024-10-06,App_11,Entertainment,iOS,Free,South America,75.83,187.01,20
SESS000502,2025-03-22,App_10,Gaming,Android,Premium,Africa,111.42,77.43,89
SESS000503,2025-05-12,App_11,Social Media,iOS,Free,North America,33.68,400.83,9
SESS000504,2024-01-30,App_7,Health & Fitness,iOS,Premium,Asia,98.67,389.55,21
SESS000505,2025-02-02,App_2,Social Media,iOS,Premium,Europe,104.3,431.91,61
SESS000506,2024-12-10,App_13,Social Media,iOS,Premium,Europe,70.55,5.32,49
SESS000507,2025-02-18,App_10,Productivity,Android,Free,South America,37.38,7.22,1
SESS000508,2024-06-18,App_5,Gaming,Android,Free,North America,75.32,403.59,22
SESS000509,2025-04-23,App_13,Entertainment,Android,Free,North America,48.99,435.14,48
SESS000510,2024-05-10,App_4,Productivity,iOS,Free,Europe,31.32,308.92,5
SESS000511,2024-01-28,App_12,Productivity,Android,Premium,Europe,65.38,78.54,69
SESS000512,2025-02-07,App_2,Entertainment,iOS,Free,Europe,79.46,313.25,23
SESS000513,2024-01-28,App_2,Social Media,iOS,Free,Europe,10.22,435.74,88
SESS000514,2024-03-26,App_5,Social Media,iOS,Premium,Africa,19.14,230.65,54
SESS000515,2025-03-14,App_3,Gaming,Android,Free,Africa,87.95,436.76,14
SESS000516,2024-05-18,App_7,Social Media,Android,Free,Africa,34.32,393.17,11
SESS000517,2025-04-17,App_12,Productivity,Android,Premium,Africa,32.29,53.36,98
SESS000518,2024-07-05,App_13,Productivity,iOS,Premium,Asia,13.18,61.43,21
SESS000519,2024-02-21,App_11,Productivity,iOS,Free,South America,95.83,352.22,28
SESS000520,2024-09-23,App_3,Entertainment,iOS,Free,Europe,70.89,100.16,10
SESS000521,2025-01-23,App_12,Social Media,Android,Premium,Asia,92.16,373.16,20
SESS000522,2024-12-01,App_7,Social Media,iOS,Free,Asia,40.29,41.04,54
SESS000523,2024-08-04,App_6,Social Media,iOS,Free,Asia,92.87,46.31,14
SESS000524,2025-04-10,App_6,Social Media,Android,Free,Africa,71.47,475.72,56
SESS000525,2024-11-30,App_2,Gaming,iOS,Premium,South America,33.99,2.42,30
SESS000526,2024-12-11,App_2,Gaming,iOS,Premium,North America,97.07,395.9,90
SESS000527,2025-01-23,App_1,Productivity,Android,Free,South America,104.69,116.92,22
SESS000528,2024-10-11,App_5,Productivity,Android,Premium,Europe,80.55,25.47,35
SESS000529,2025-03-07,App_8,Entertainment,iOS,Free,Europe,57.34,40.17,92
SESS000530,2024-09-15,App_6,Health & Fitness,Android,Premium,Africa,21.0,160.54,67
SESS000531,2024-03-24,App_13,Productivity,Android,Premium,Africa,94.22,264.9,92
SESS000532,2025-04-26,App_5,Social Media,Android,Premium,North America,118.7,238.28,72
SESS000533,2024-01-20,App_2,Productivity,Android,Premium,Europe,11.87,99.05,87
SESS000534,2024-02-23,App_3,Productivity,iOS,Free,Africa,96.6,493.97,68
SESS000535,2024-12-24,App_2,Gaming,iOS,Free,South America,18.43,302.93,76
SESS000536,2024-08-17,App_3,Social Media,Android,Free,North America,20.61,93.44,75
SESS000537,2024-03-11,App_7,Entertainment,iOS,Free,North America,105.08,144.39,43
SESS000538,2024-02-11,App_8,Entertainment,iOS,Free,Europe,39.48,338.24,58
SESS000539,2024-02-01,App_9,Entertainment,Android,Premium,Asia,107.62,432.57,21
SESS000540,2024-09-10,App_9,Productivity,iOS,Premium,Africa,7.21,31.1,77
SESS000541,2024-07-23,App_9,Entertainment,Android,Free,North America,61.89,92.87,69
SESS000542,2024-01-21,App_7,Entertainment,Android,Premium,South America,53.32,3.65,85
SESS000543,2024-06-05,App_2,Entertainment,Android,Free,North America,80.12,88.34,73
SESS000544,2024-09-01,App_1,Gaming,Android,Premium,South America,39.92,99.26,28
SESS000545,2024-05-09,App_2,Social Media,iOS,Premium,Asia,60.54,72.37,58
SESS000546,2025-04-29,App_6,Gaming,iOS,Premium,Europe,14.96,271.23,55
SESS000547,2024-04-27,App_9,Social Media,iOS,Free,Asia,67.66,486.38,23
SESS000548,2024-08-11,App_2,Gaming,Android,Premium,Europe,45.9,350.13,79
SESS000549,2025-04-21,App_10,Social Media,Android,Free,North America,46.88,351.58,57
SESS000550,2024-09-19,App_10,Entertainment,Android,Premium,Asia,57.46,38.35,36
SESS000551,2025-01-12,App_13,Health & Fitness,iOS,Free,Africa,38.1,93.93,41
SESS000552,2024-06-20,App_6,Entertainment,Android,Free,Asia,63.12,161.04,34
SESS000553,2024-04-27,App_14,Health & Fitness,Android,Premium,Asia,64.15,495.99,78
SESS000554,2024-06-16,App_7,Entertainment,Android,Free,North America,106.11,81.63,28
SESS000555,2024-11-14,App_1,Gaming,Android,Free,North America,101.22,317.83,94
SESS000556,2024-04-20,App_5,Health & Fitness,iOS,Free,Europe,114.69,296.36,99
SESS000557,2024-01-27,App_7,Entertainment,iOS,Premium,South America,113.51,300.98,3
SESS000558,2024-11-15,App_7,Productivity,Android,Premium,Asia,100.2,253.57,26
SESS000559,2025-01-19,App_13,Health & Fitness,iOS,Premium,South America,85.65,143.06,52
SESS000560,2025-02-10,App_2,Social Media,Android,Free,Asia,100.95,213.55,38
SESS000561,2024-07-22,App_12,Gaming,Android,Free,South America,67.7,412.32,49
SESS000562,2024-03-18,App_15,Entertainment,Android,Free,Europe,59.32,367.85,99
SESS000563,2024-09-05,App_9,Entertainment,iOS,Premium,North America,94.89,265.51,69
SESS000564,2024-04-14,App_15,Social Media,Android,Free,Africa,82.56,327.59,60
SESS000565,2024-11-04,App_4,Entertainment,Android,Free,South America,67.39,484.09,12
SESS000566,2024-05-03,App_10,Entertainment,iOS,Premium,North America,52.81,126.21,75
SESS000567,2024-02-12,App_9,Social Media,iOS,Premium,Asia,42.43,377.27,15
SESS000568,2024-12-21,App_3,Social Media,Android,Free,Asia,4.01,32.79,89
SESS000569,2025-03-14,App_11,Productivity,iOS,Free,South America,44.52,31.86,17
SESS000570,2025-01-14,App_7,Productivity,Android,Premium,South America,56.46,172.44,7
SESS000571,2024-03-11,App_3,Social Media,iOS,Premium,Africa,80.73,366.59,30
SESS000572,2025-06-02,App_3,Health & Fitness,Android,Free,Europe,87.69,310.11,95
SESS000573,2024-12-15,App_5,Health & Fitness,Android,Free,South America,26.44,408.94,90
SESS000574,2024-01-13,App_5,Health & Fitness,Android,Free,Asia,67.62,40.44,69
SESS000575,2025-03-06,App_5,Gaming,Android,Premium,Africa,119.75,382.33,15
SESS000576,2025-05-16,App_8,Productivity,iOS,Premium,Africa,112.79,358.2,72
SESS000577,2024-04-18,App_3,Health & Fitness,iOS,Premium,Asia,46.51,6.49,62
SESS000578,2025-03-19,App_2,Health & Fitness,iOS,Premium,Asia,22.3,372.26,51
SESS000579,2025-01-05,App_3,Health & Fitness,Android,Premium,North America,89.97,44.57,84
SESS000580,2025-04-15,App_7,Social Media,Android,Free,South America,2.27,294.28,75
SESS000581,2024-06-05,App_5,Entertainment,iOS,Premium,Africa,53.61,458.21,92
SESS000582,2025-03-21,App_7,Gaming,Android,Free,South America,63.59,181.06,95
SESS000583,2024-06-29,App_5,Entertainment,iOS,Free,Asia,1.67,340.7,18
SESS000584,2024-10-03,App_8,Productivity,Android,Free,North America,37.94,339.26,7
SESS000585,2025-05-10,App_13,Entertainment,Android,Premium,Africa,12.2,33.41,67
SESS000586,2025-04-21,App_2,Gaming,Android,Free,North America,44.9,131.59,24
SESS000587,2025-03-22,App_6,Health & Fitness,iOS,Premium,Europe,31.2,419.94,69
SESS000588,2024-10-01,App_5,Health & Fitness,iOS,Free,Africa,110.67,225.67,30
SESS000589,2024-11-26,App_4,Social Media,iOS,Free,North America,73.21,371.23,17
SESS000590,2024-09-08,App_12,Social Media,Android,Premium,Europe,4.99,240.48,31
SESS000591,2024-03-29,App_11,Gaming,iOS,Premium,North America,33.72,250.1,7
SESS000592,2024-10-12,App_8,Health & Fitness,Android,Free,Asia,57.97,381.82,66
SESS000593,2025-04-06,App_10,Entertainment,Android,Premium,South America,6.23,157.08,78
SESS000594,2024-09-06,App_10,Entertainment,iOS,Premium,Europe,83.76,499.55,70
SESS000595,2025-04-20,App_4,Gaming,Android,Premium,Africa,31.11,95.55,10
SESS000596,2025-01-23,App_8,Social Media,iOS,Premium,South America,75.41,293.82,31
SESS000597,2024-12-10,App_2,Entertainment,Android,Premium,North America,116.57,21.83,69
SESS000598,2024-01-30,App_3,Productivity,Android,Free,Europe,98.98,176.77,71
SESS000599,2025-05-21,App_5,Gaming,iOS,Premium,South America,103.72,232.74,11
SESS000600,2024-11-28,App_1,Productivity,iOS,Premium,South America,111.38,231.09,44
SESS000601,2024-07-05,App_7,Productivity,Android,Free,North America,119.67,461.76,68
SESS000602,2025-05-14,App_6,Social Media,Android,Premium,Asia,76.24,423.32,69
SESS000603,2024-08-05,App_14,Health & Fitness,Android,Premium,South America,59.35,486.15,12
SESS000604,2024-12-29,App_10,Gaming,iOS,Free,South America,57.34,232.08,34
SESS000605,2024-09-21,App_7,Health & Fitness,iOS,Free,Africa,105.12,449.6,34
SESS000606,2024-12-14,App_13,Entertainment,iOS,Free,South America,90.32,226.36,43
SESS000607,2024-10-13,App_14,Entertainment,iOS,Premium,North America,97.08,71.47,71
SESS000608,2024-10-09,App_6,Gaming,iOS,Free,North America,5.55,375.4,18
SESS000609,2024-01-11,App_8,Social Media,iOS,Free,Europe,4.43,210.09,23
SESS000610,2025-06-13,App_6,Entertainment,iOS,Free,North America,107.42,12.73,6
SESS000611,2024-07-14,App_7,Entertainment,Android,Premium,South America,19.23,70.15,55
SESS000612,2024-03-28,App_14,Health & Fitness,Android,Premium,South America,88.61,158.7,63
SESS000613,2024-09-04,App_14,Entertainment,Android,Premium,Europe,104.64,494.89,27
SESS000614,2025-02-20,App_14,Social Media,Android,Free,South America,16.67,316.28,18
SESS000615,2025-05-15,App_11,Entertainment,iOS,Free,Asia,50.93,200.01,29
SESS000616,2024-09-03,App_10,Entertainment,iOS,Free,North America,101.65,7.47,90
SESS000617,2025-05-02,App_3,Productivity,Android,Premium,Asia,7.67,395.79,82
SESS000618,2025-05-17,App_5,Social Media,Android,Free,Asia,76.86,331.06,12
SESS000619,2025-04-03,App_6,Entertainment,Android,Premium,Africa,8.42,86.8,67
SESS000620,2024-01-18,App_10,Social Media,Android,Premium,South America,12.6,296.67,19
SESS000621,2024-04-05,App_12,Social Media,Android,Premium,Europe,65.75,92.36,80
SESS000622,2024-10-28,App_4,Entertainment,iOS,Premium,South America,118.03,47.88,57
SESS000623,2024-08-14,App_8,Entertainment,iOS,Free,North America,24.11,195.95,10
SESS000624,2025-02-18,App_6,Social Media,Android,Free,Asia,74.07,75.37,55
SESS000625,2024-09-06,App_3,Health & Fitness,iOS,Free,South America,2.98,168.99,93
SESS000626,2024-11-09,App_7,Health & Fitness,Android,Premium,North America,100.64,11.33,82
SESS000627,2025-01-12,App_6,Social Media,iOS,Premium,Africa,101.94,196.42,70
SESS000628,2025-04-29,App_5,Social Media,Android,Free,Europe,38.66,152.11,11
SESS000629,2024-12-18,App_12,Health & Fitness,iOS,Premium,South America,85.41,477.62,95
SESS000630,2025-03-11,App_12,Health & Fitness,iOS,Free,Europe,108.78,274.89,98
SESS000631,2024-12-04,App_11,Productivity,Android,Free,Europe,70.83,114.26,42
SESS000632,2024-12-26,App_8,Health & Fitness,iOS,Free,Asia,113.37,243.52,59
SESS000633,2025-04-09,App_10,Health & Fitness,Android,Premium,Africa,62.44,362.0,22
SESS000634,2024-10-04,App_13,Gaming,iOS,Premium,North America,112.92,216.71,88
SESS000635,2024-11-09,App_4,Entertainment,iOS,Free,Africa,48.98,473.69,36
SESS000636,2024-09-14,App_6,Productivity,Android,Free,South America,100.69,80.33,44
SESS000637,2024-08-24,App_7,Productivity,Android,Premium,North America,80.69,484.57,4
SESS000638,2024-05-03,App_5,Social Media,Android,Free,Asia,8.73,30.35,5
SESS000639,2024-07-16,App_14,Gaming,Android,Free,South America,99.18,480.74,98
SESS000640,2024-11-19,App_13,Entertainment,Android,Premium,South America,60.68,33.92,2
